,Community Area,Community Area Name,Year,Female 15-44,Incidence Rate Lower CI,Incidence Rate Upper CI
0,1,Rogers Park,2000,258.0,1336.4,1707.8
1,1,Rogers Park,2001,217.0,1125.7,1471.3
2,1,Rogers Park,2002,229.0,1210.1,1570.1
3,1,Rogers Park,2003,224.0,1198.9,1560.3
4,1,Rogers Park,2004,189.0,1012.9,1349.7
5,1,Rogers Park,2005,184.0,998.7,1336.1
6,1,Rogers Park,2006,196.0,1085.8,1439.4
7,1,Rogers Park,2007,212.0,1200.3,1573.7
8,1,Rogers Park,2008,210.0,1206.8,1584.2
9,1,Rogers Park,2009,192.0,1113.0,1479.8
10,1,Rogers Park,2010,211.0,1252.6,1643.4
11,1,Rogers Park,2011,222.0,1323.1,1723.9
12,1,Rogers Park,2012,218.0,1297.4,1694.6
13,1,Rogers Park,2013,203.0,1201.5,1584.7
14,1,Rogers Park,2014,234.0,1400.1,1811.5
15,2,West Ridge,2000,69.0,342.3,556.7
16,2,West Ridge,2001,66.0,327.1,538.0
17,2,West Ridge,2002,71.0,357.1,576.7
18,2,West Ridge,2003,67.0,336.1,550.8
19,2,West Ridge,2004,100.0,523.1,778.1
20,2,West Ridge,2005,95.0,502.7,759.5
21,2,West Ridge,2006,133.0,725.8,1023.0
22,2,West Ridge,2007,113.0,609.1,884.5
23,2,West Ridge,2008,123.0,672.7,961.5
24,2,West Ridge,2009,97.0,525.3,790.3
25,2,West Ridge,2010,98.0,534.1,801.8
26,2,West Ridge,2011,171.0,975.9,1320.1
27,2,West Ridge,2012,149.0,839.7,1160.9
28,2,West Ridge,2013,164.0,932.5,1269.5
29,2,West Ridge,2014,159.0,901.6,1233.4
30,3,Uptown,2000,169.0,916.9,1242.5
31,3,Uptown,2001,157.0,851.6,1167.4
32,3,Uptown,2002,133.0,714.5,1007.1
33,3,Uptown,2003,127.0,683.5,971.3
34,3,Uptown,2004,128.0,694.1,984.9
35,3,Uptown,2005,147.0,813.7,1127.5
36,3,Uptown,2006,128.0,703.4,998.2
37,3,Uptown,2007,136.0,757.1,1063.1
38,3,Uptown,2008,122.0,676.1,967.9
39,3,Uptown,2009,116.0,643.8,930.2
40,3,Uptown,2010,100.0,549.2,817.0
41,3,Uptown,2011,106.0,586.3,861.9
42,3,Uptown,2012,160.0,923.6,1262.4
43,3,Uptown,2013,135.0,766.6,1077.8
44,3,Uptown,2014,177.0,1031.0,1387.2
45,4,Lincoln Square,2000,51.0,321.1,567.1
46,4,Lincoln Square,2001,59.0,382.0,647.3
47,4,Lincoln Square,2002,45.0,280.8,515.2
48,4,Lincoln Square,2003,43.0,267.8,498.5
49,4,Lincoln Square,2004,52.0,336.2,590.4
50,4,Lincoln Square,2005,67.0,452.3,741.1
51,4,Lincoln Square,2006,41.0,257.8,487.4
52,4,Lincoln Square,2007,57.0,380.7,651.2
53,4,Lincoln Square,2008,55.0,367.6,635.1
54,4,Lincoln Square,2009,46.0,300.6,547.7
55,4,Lincoln Square,2010,62.0,426.9,713.8
56,4,Lincoln Square,2011,59.0,403.4,683.5
57,4,Lincoln Square,2012,64.0,442.7,734.0
58,4,Lincoln Square,2013,66.0,458.4,754.1
59,4,Lincoln Square,2014,72.0,505.9,814.3
60,5,North Center,2000,26.0,181.0,406.0
61,5,North Center,2001,35.0,259.9,518.9
62,5,North Center,2002,28.0,198.4,431.4
63,5,North Center,2003,30.0,215.8,456.7
64,5,North Center,2004,41.0,313.8,593.2
65,5,North Center,2005,32.0,233.5,482.0
66,5,North Center,2006,35.0,260.2,519.4
67,5,North Center,2007,29.0,207.3,444.5
68,5,North Center,2008,34.0,251.3,507.1
69,5,North Center,2009,32.0,233.7,482.2
70,5,North Center,2010,40.0,305.1,581.6
71,5,North Center,2011,42.0,323.2,606.2
72,5,North Center,2012,36.0,269.2,532.2
73,5,North Center,2013,36.0,269.2,532.2
74,5,North Center,2014,39.0,296.1,569.2
75,6,Lake View,2000,71.0,168.7,272.5
76,6,Lake View,2001,69.0,163.2,265.5
77,6,Lake View,2002,88.0,214.5,329.6
78,6,Lake View,2003,67.0,157.8,258.6
79,6,Lake View,2004,107.0,263.4,386.6
80,6,Lake View,2005,139.0,351.9,492.3
81,6,Lake View,2006,128.0,321.2,455.8
82,6,Lake View,2007,173.0,446.7,603.1
83,6,Lake View,2008,117.0,290.6,419.2
84,6,Lake View,2009,123.0,307.0,438.8
85,6,Lake View,2010,119.0,295.9,425.5
86,6,Lake View,2011,158.0,404.2,553.6
87,6,Lake View,2012,191.0,496.8,661.0
88,6,Lake View,2013,192.0,499.6,664.2
89,6,Lake View,2014,218.0,573.0,748.4
90,7,Lincoln Park,2000,56.0,189.0,324.9
91,7,Lincoln Park,2001,53.0,177.8,310.4
92,7,Lincoln Park,2002,65.0,225.1,371.8
93,7,Lincoln Park,2003,57.0,194.2,332.2
94,7,Lincoln Park,2004,83.0,298.0,463.8
95,7,Lincoln Park,2005,79.0,282.6,444.8
96,7,Lincoln Park,2006,79.0,283.2,445.8
97,7,Lincoln Park,2007,97.0,357.0,537.0
98,7,Lincoln Park,2008,96.0,353.6,533.2
99,7,Lincoln Park,2009,80.0,289.2,453.9
100,7,Lincoln Park,2010,88.0,322.5,495.4
101,7,Lincoln Park,2011,106.0,392.1,576.5
102,7,Lincoln Park,2012,126.0,475.2,676.2
103,7,Lincoln Park,2013,111.0,412.8,601.6
104,7,Lincoln Park,2014,150.0,575.6,795.0
105,8,Near North Side,2000,171.0,697.2,943.0
106,8,Near North Side,2001,214.0,874.9,1145.7
107,8,Near North Side,2002,207.0,831.2,1093.4
108,8,Near North Side,2003,227.0,904.2,1174.6
109,8,Near North Side,2004,239.0,941.4,1214.8
110,8,Near North Side,2005,208.0,798.9,1050.1
111,8,Near North Side,2006,174.0,649.0,875.6
112,8,Near North Side,2007,197.0,732.0,969.6
113,8,Near North Side,2008,180.0,654.4,878.4
114,8,Near North Side,2009,179.0,641.5,861.7
115,8,Near North Side,2010,201.0,717.4,947.6
116,8,Near North Side,2011,275.0,1004.4,1273.6
117,8,Near North Side,2012,244.0,883.8,1137.4
118,8,Near North Side,2013,215.0,771.5,1009.5
119,8,Near North Side,2014,204.0,729.0,960.8
120,9,Edison Park,2000,,,
121,9,Edison Park,2001,,,
122,9,Edison Park,2002,,,
123,9,Edison Park,2003,,,
124,9,Edison Park,2004,,,
125,9,Edison Park,2005,,,
126,9,Edison Park,2006,,,
127,9,Edison Park,2007,0.0,0.0,0.0
128,9,Edison Park,2008,5.0,75.6,543.5
129,9,Edison Park,2009,,,
130,9,Edison Park,2010,,,
131,9,Edison Park,2011,,,
132,9,Edison Park,2012,6.0,103.7,615.1
133,9,Edison Park,2013,5.0,76.5,549.6
134,9,Edison Park,2014,13.0,326.0,1047.1
135,10,Norwood Park,2000,12.0,89.3,301.8
136,10,Norwood Park,2001,10.0,69.6,266.8
137,10,Norwood Park,2002,21.0,190.2,469.6
138,10,Norwood Park,2003,11.0,80.9,290.0
139,10,Norwood Park,2004,15.0,124.8,367.6
140,10,Norwood Park,2005,15.0,125.8,370.6
141,10,Norwood Park,2006,21.0,196.2,484.6
142,10,Norwood Park,2007,27.0,270.9,598.0
143,10,Norwood Park,2008,15.0,128.8,379.7
144,10,Norwood Park,2009,20.0,189.1,478.0
145,10,Norwood Park,2010,12.0,96.7,327.0
146,10,Norwood Park,2011,27.0,277.6,612.8
147,10,Norwood Park,2012,24.0,239.9,557.1
148,10,Norwood Park,2013,31.0,328.6,686.4
149,10,Norwood Park,2014,28.0,290.2,631.3
150,11,Jefferson Park,2000,5.0,29.9,215.2
151,11,Jefferson Park,2001,8.0,64.0,292.2
152,11,Jefferson Park,2002,18.0,198.8,530.1
153,11,Jefferson Park,2003,16.0,171.3,486.7
154,11,Jefferson Park,2004,14.0,144.1,442.3
155,11,Jefferson Park,2005,16.0,173.1,491.7
156,11,Jefferson Park,2006,21.0,247.3,610.7
157,11,Jefferson Park,2007,19.0,218.8,567.5
158,11,Jefferson Park,2008,37.0,500.9,980.6
159,11,Jefferson Park,2009,20.0,236.1,596.9
160,11,Jefferson Park,2010,20.0,237.4,600.3
161,11,Jefferson Park,2011,35.0,473.7,945.9
162,11,Jefferson Park,2012,46.0,654.5,1192.3
163,11,Jefferson Park,2013,32.0,425.3,877.8
164,11,Jefferson Park,2014,44.0,621.2,1147.8
165,12,Forest Glen,2000,,,
166,12,Forest Glen,2001,,,
167,12,Forest Glen,2002,9.0,128.6,533.8
168,12,Forest Glen,2003,7.0,88.6,453.9
169,12,Forest Glen,2004,12.0,196.6,664.7
170,12,Forest Glen,2005,13.0,221.1,710.0
171,12,Forest Glen,2006,9.0,132.4,549.8
172,12,Forest Glen,2007,,,
173,12,Forest Glen,2008,11.0,179.4,643.1
174,12,Forest Glen,2009,6.0,72.5,429.9
175,12,Forest Glen,2010,10.0,159.1,610.0
176,12,Forest Glen,2011,22.0,457.3,1104.8
177,12,Forest Glen,2012,11.0,182.1,652.7
178,12,Forest Glen,2013,20.0,405.2,1024.4
179,12,Forest Glen,2014,13.0,229.6,737.4
180,13,North Park,2000,11.0,132.5,474.9
181,13,North Park,2001,7.0,68.9,353.1
182,13,North Park,2002,13.0,171.9,552.2
183,13,North Park,2003,15.0,211.6,623.6
184,13,North Park,2004,14.0,195.8,601.0
185,13,North Park,2005,13.0,179.9,577.6
186,13,North Park,2006,15.0,221.5,652.8
187,13,North Park,2007,14.0,205.1,629.5
188,13,North Park,2008,15.0,228.6,673.8
189,13,North Park,2009,12.0,171.6,580.1
190,13,North Park,2010,22.0,387.9,937.2
191,13,North Park,2011,15.0,236.2,696.2
192,13,North Park,2012,24.0,432.7,1004.8
193,13,North Park,2013,30.0,569.5,1205.0
194,13,North Park,2014,19.0,321.9,834.8
195,14,Albany Park,2000,88.0,522.8,803.2
196,14,Albany Park,2001,76.0,447.4,710.7
197,14,Albany Park,2002,108.0,660.4,967.4
198,14,Albany Park,2003,105.0,645.5,950.9
199,14,Albany Park,2004,88.0,541.4,831.6
200,14,Albany Park,2005,73.0,442.8,710.3
201,14,Albany Park,2006,83.0,516.1,803.3
202,14,Albany Park,2007,67.0,409.1,670.4
203,14,Albany Park,2008,109.0,704.0,1029.4
204,14,Albany Park,2009,107.0,696.0,1021.4
205,14,Albany Park,2010,91.0,593.5,905.0
206,14,Albany Park,2011,137.0,923.9,1295.5
207,14,Albany Park,2012,162.0,1110.1,1514.3
208,14,Albany Park,2013,145.0,983.3,1365.7
209,14,Albany Park,2014,149.0,1013.1,1400.7
210,15,Portage Park,2000,38.0,186.3,361.3
211,15,Portage Park,2001,65.0,349.3,576.9
212,15,Portage Park,2002,56.0,296.0,508.9
213,15,Portage Park,2003,68.0,371.6,606.6
214,15,Portage Park,2004,57.0,305.4,522.4
215,15,Portage Park,2005,77.0,432.2,684.4
216,15,Portage Park,2006,98.0,568.9,853.9
217,15,Portage Park,2007,127.0,754.1,1071.7
218,15,Portage Park,2008,90.0,523.1,799.6
219,15,Portage Park,2009,106.0,623.7,916.9
220,15,Portage Park,2010,126.0,759.9,1081.3
221,15,Portage Park,2011,128.0,773.3,1097.3
222,15,Portage Park,2012,159.0,981.2,1342.4
223,15,Portage Park,2013,158.0,974.5,1334.5
224,15,Portage Park,2014,162.0,1001.4,1366.0
225,16,Irving Park,2000,81.0,465.1,728.0
226,16,Irving Park,2001,88.0,515.1,791.3
227,16,Irving Park,2002,105.0,625.8,921.8
228,16,Irving Park,2003,96.0,578.6,872.3
229,16,Irving Park,2004,86.0,516.8,797.9
230,16,Irving Park,2005,103.0,630.6,932.4
231,16,Irving Park,2006,92.0,568.3,864.6
232,16,Irving Park,2007,89.0,553.2,847.8
233,16,Irving Park,2008,106.0,671.0,986.6
234,16,Irving Park,2009,112.0,720.9,1048.5
235,16,Irving Park,2010,118.0,771.9,1111.7
236,16,Irving Park,2011,115.0,750.1,1085.7
237,16,Irving Park,2012,145.0,968.9,1345.7
238,16,Irving Park,2013,122.0,800.9,1146.5
239,16,Irving Park,2014,142.0,947.0,1319.8
240,17,Dunning,2000,16.0,108.4,307.9
241,17,Dunning,2001,19.0,136.1,353.1
242,17,Dunning,2002,21.0,155.3,383.5
243,17,Dunning,2003,23.0,174.8,413.8
244,17,Dunning,2004,26.0,204.5,458.8
245,17,Dunning,2005,22.0,166.7,402.7
246,17,Dunning,2006,35.0,296.0,591.1
247,17,Dunning,2007,46.0,410.6,748.0
248,17,Dunning,2008,45.0,401.8,737.1
249,17,Dunning,2009,43.0,382.5,712.0
250,17,Dunning,2010,41.0,363.2,686.6
251,17,Dunning,2011,47.0,426.3,771.5
252,17,Dunning,2012,62.0,586.7,981.1
253,17,Dunning,2013,53.0,490.0,855.7
254,17,Dunning,2014,54.0,500.8,869.8
255,18,Montclaire,2000,16.0,341.2,969.5
256,18,Montclaire,2001,9.0,153.2,636.1
257,18,Montclaire,2002,15.0,311.9,919.0
258,18,Montclaire,2003,18.0,395.5,1054.8
259,18,Montclaire,2004,28.0,688.3,1497.2
260,18,Montclaire,2005,29.0,716.9,1537.4
261,18,Montclaire,2006,24.0,566.4,1315.3
262,18,Montclaire,2007,30.0,743.9,1573.9
263,18,Montclaire,2008,17.0,363.3,998.4
264,18,Montclaire,2009,29.0,710.9,1524.5
265,18,Montclaire,2010,30.0,739.3,1564.2
266,18,Montclaire,2011,25.0,590.9,1347.9
267,18,Montclaire,2012,40.0,1043.7,1989.3
268,18,Montclaire,2013,34.0,860.0,1735.3
269,18,Montclaire,2014,53.0,1450.0,2531.9
270,19,Belmont Cragin,2000,156.0,721.3,989.7
271,19,Belmont Cragin,2001,167.0,779.0,1057.6
272,19,Belmont Cragin,2002,177.0,832.3,1119.9
273,19,Belmont Cragin,2003,193.0,916.6,1217.8
274,19,Belmont Cragin,2004,190.0,903.8,1203.4
275,19,Belmont Cragin,2005,255.0,1244.0,1592.2
276,19,Belmont Cragin,2006,269.0,1320.9,1679.5
277,19,Belmont Cragin,2007,218.0,1057.4,1381.0
278,19,Belmont Cragin,2008,240.0,1175.7,1516.3
279,19,Belmont Cragin,2009,242.0,1189.7,1532.7
280,19,Belmont Cragin,2010,257.0,1272.5,1626.9
281,19,Belmont Cragin,2011,295.0,1474.1,1853.9
282,19,Belmont Cragin,2012,308.0,1543.4,1931.4
283,19,Belmont Cragin,2013,307.0,1538.0,1925.4
284,19,Belmont Cragin,2014,344.0,1735.3,2145.5
285,20,Hermosa,2000,91.0,1131.1,1724.8
286,20,Hermosa,2001,60.0,714.0,1204.3
287,20,Hermosa,2002,87.0,1097.7,1690.5
288,20,Hermosa,2003,78.0,981.4,1549.6
289,20,Hermosa,2004,104.0,1351.3,1994.3
290,20,Hermosa,2005,89.0,1161.8,1780.3
291,20,Hermosa,2006,87.0,1144.8,1763.0
292,20,Hermosa,2007,83.0,1097.8,1708.6
293,20,Hermosa,2008,77.0,1020.3,1615.8
294,20,Hermosa,2009,108.0,1487.5,2179.1
295,20,Hermosa,2010,89.0,1226.8,1879.8
